Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,14/12/2022,Expense Transaction (Bank Draft),Mary2134,DHL,,EastX ****2310,-300,"859,218.19"
,14/12/2022,Expense Transaction (Bank Draft),Mary2142,McLaughin Custom Firearms,,-Split-,,"859,218.19"
,14/12/2022,Expense Transaction (Bank Draft),Mary2141,DHL,,EastX ****2310,-300,"858,918.19"
,14/12/2022,Expense Transaction (Bank Draft),Mary2138,DHL,,EastX ****2310,-300,"858,618.19"
,14/12/2022,Expense Transaction (Bank Draft),Mary2135,DHL,,EastX ****2310,-300,"858,318.19"
,14/12/2022,Expense Transaction (Bank Draft),Mary2133,DHL,,EastX ****2310,-300,"858,018.19"
,14/12/2022,Expense Transaction (Bank Draft),Mary2140,DHL,,EastX ****2310,-300,"857,718.19"
,14/12/2022,Expense Transaction (Bank Draft),Mary2137,DHL,,EastX ****2310,-23.31,"857,694.88"
,14/12/2022,Expense Transaction (Bank Draft),Mary2139,DHL,,EastX ****2310,-300,"857,394.88"
,14/12/2022,Expense Transaction (Bank Draft),Mary2132,DHL,,EastX ****2310,-229.68,"857,165.20"
,14/12/2022,Expense Transaction (Bank Draft),Mary2136,DHL,,EastX ****2310,-300,"856,865.20"
,14/12/2022,Expense,2.11E+13,Northwood Group UK Vendor,,Cost of sales,334.8,"857,200.00"
,14/12/2022,Expense,,Swieton Brice,,MARKETING/SELLING:Travel Expense,43.69,"857,243.69"
,15/12/2022,Expense Transaction (Bank Draft),Mary2128,Jerome  Lannoue,,EastX ****2310,"-1,669.20","855,574.49"
,15/12/2022,Expense Transaction (Bank Draft),Mary2127,M Mitchell (Gun Makers) Ltd,,EastX ****2310,"-14,040.00","841,534.49"
,15/12/2022,Expense Transaction (Bank Draft),9367,Abacus GP Ltd,,EastX Bank,"-1,045.12","840,489.37"
,15/12/2022,Expense Transaction (Bank Draft),Mary2129,Coggan Simon Engraver,,EastX ****2310,"-30,000.00","810,489.37"
,15/12/2022,Expense,718158,Jay Spark Co Ltd,,Stock / Inventory Asset,17.04,"810,506.41"
,15/12/2022,Expense,43510,guntrader.co.uk,,ADMINISTRATION:Subscription,46.2,"810,552.61"
,15/12/2022,Expense,8400079235,Northwood Group,,MARKETING/SELLING:Postage and Delivery,206.57,"810,759.18"
,15/12/2022,Expense,,Jamie,,MARKETING/SELLING:Petrol,322.13,"811,081.31"
,15/12/2022,Expense,3721,Tweed Media,,-Split-,"6,360.00","817,441.31"
,16/12/2022,Expense Transaction (Bank Draft),Mary2130,Coggan Simon Engraver,,EastX ****2310,"-14,400.00","803,041.31"
,16/12/2022,Expense Transaction (Bank Draft),Mary2144,Traditional English Guncases Ltd,,EastX ****2310,"-10,000.00","793,041.31"
,16/12/2022,Expense,35,Steve Kelly,,-Split-,"4,576.86","797,618.17"
,16/12/2022,Expense Transaction (Bank Draft),9376,Royal,,EastX Bank,"-6,120.86","791,497.31"
,16/12/2022,Expense Transaction (Bank Draft),Mary2131,A G Sinnett,,EastX ****2310,-319.81,"791,177.50"
,17/12/2022,Expense Transaction (Bank Draft),1540,Kahles,,-Split-,,"791,177.50"
,17/12/2022,Expense Transaction (Bank Draft),Mary2145,Dallas Safari Club,,EastX ****2310,"-7,108.07","784,069.43"
,17/12/2022,Expense Transaction (Bank Draft),9372,Abacus GP Ltd,,EastX Bank,-568,"783,501.43"
,17/12/2022,Expense,,Kahles,,ADMINISTRATION:Exchange Rate cost,26.44,"783,527.87"
,17/12/2022,Expense,AVI9053621,DHL,,MARKETING/SELLING:Postage and Delivery,943.58,"784,471.45"
,17/12/2022,Expense,,Dallas Safari Club,,ADMINISTRATION:Exchange Rate cost,31.15,"784,502.60"
,17/12/2022,Expense,PO2021/179,SASU BYG France,,-Split-,"2,747.46","787,250.06"
,18/12/2022,Expense,NI153255,Big Yellow Self Storage,,-Split-,"1,132.88","788,382.94"
,18/12/2022,Expense,878015,LAMBETH,,ADMINISTRATION:Office Cleaning,142.62,"788,525.56"
,20/12/2022,Expense Transaction (Bank Draft),Mary2146,LAMBETH,,EastX ****2310,-320.9,"788,204.66"
,20/12/2022,Expense,470,London Barrel Maker,,-Split-,"6,480.00","794,684.66"
,20/12/2022,Expense,2021-0064,Revolution Wines,,MARKETING/SELLING:Postage and Delivery,30,"794,714.66"
,20/12/2022,Expense,9064189313````````,Parcelforce,,MARKETING/SELLING:Postage and Delivery,690.1,"795,404.76"
,21/12/2022,Expense Transaction (Bank Draft),Mary2149,eon,,EastX ****2310,-45.83,"795,358.93"
,21/12/2022,Expense Transaction (Bank Draft),Mary2151,Willis Towers Watson,,EastX ****2310,"-11,013.42","784,345.51"
,21/12/2022,Expense,44834,The Company of Gunmakers,,Work in Progress,80.56,"784,426.07"
,21/12/2022,Expense,1958,L W Butler,,Accruals,"1,134.00","785,560.07"
,21/12/2022,Expense,,A G Sinnett,,MARKETING/SELLING:Postage and Delivery,64.58,"785,624.65"
,21/12/2022,Expense,2021/2450,Rodl & Partner,,Accruals,"1,080.00","786,704.65"
,21/12/2022,Expense,103342,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,"1,022.46","787,727.11"
,21/12/2022,Expense,,WORKMAN EDWARD,,-Split-,689.13,"788,416.24"
,22/12/2022,Expense Transaction (Bank Draft),Mary2154,Parcelforce,,EastX ****2310,"-1,174.07","787,242.17"
,22/12/2022,Expense Transaction (Bank Draft),Mary2155,Shooting Star,,EastX ****2310,"-3,431.40","783,810.77"
,22/12/2022,Expense Transaction (Bank Draft),Mary2157,Jamie,,EastX ****2310,-322.13,"783,488.64"
,22/12/2022,Expense Transaction (Bank Draft),Mary2156,A G Sinnett,,EastX ****2310,-247.03,"783,241.61"
,22/12/2022,Expense,53,Ivenesa Arnaudova,,Work in Progress,350,"783,591.61"
,22/12/2022,Expense,17149,Aform Tooling Limited,,-Split-,"3,336.00","786,927.61"
,22/12/2022,Expense,52,Ivenesa Arnaudova,,-Split-,800,"787,727.61"
,22/12/2022,Expense,103345,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,"5,365.90","793,093.51"
,22/12/2022,Expense,109665,CJB Engineering,,-Split-,"1,500.00","794,593.51"
,22/12/2022,Expense,103344,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,"1,320.60","795,914.11"
,22/12/2022,Expense,,Shooting Star,,Cost of sales,47.4,"795,961.51"
,23/12/2022,Expense Transaction (Bank Draft),Mary2159,James Callaghan Services,,EastX ****2310,"-1,000.00","794,961.51"
,23/12/2022,Expense Transaction (Bank Draft),Mary2158,Kerast,,EastX ****2310,"-2,100.00","792,861.51"
,23/12/2022,Expense Transaction (Bank Draft),Mary2191,Steve Kelly,,EastX ****2310,"-4,576.86","788,284.65"
,23/12/2022,Expense,18752,Wireless Terminal Solutions,,-Split-,529.6,"788,814.25"
,23/12/2022,Expense,2056,TimberLake Workshop,,-Split-,"4,482.00","793,296.25"
,23/12/2022,Expense,253384,Knighthood International Security Ltd,,MARKETING/SELLING:Repair and maintenance,150,"793,446.25"
,23/12/2022,Expense,2054,TimberLake Workshop,,-Split-,99.6,"793,545.85"
,23/12/2022,Expense Transaction (Bank Draft),Mary2161,Hambrusch,,EastX ****2310,"-5,890.52","787,655.33"
,24/12/2022,Expense Transaction (Bank Draft),9202,GWT Media,,Apple Account,-450,"787,205.33"
,24/12/2022,Expense,AVI9071173,DHL,,MARKETING/SELLING:Postage and Delivery,625.14,"787,830.47"
,24/12/2022,Expense,22-Oct,Traditional Fine Engraving,,Work in Progress,"4,347.80","792,178.27"
,24/12/2022,Expense Transaction (Bank Draft),9377,TMC Ltd,,EastX Bank,"-57,742.80","734,435.47"
,25/12/2022,Expense,6245,Beck Office,,Bookkeeping & Payroll,72,"734,507.47"
,25/12/2022,Expense,72726,ARC,,ADMINISTRATION:Office Supplies,79.24,"734,586.71"
,26/12/2022,Expense,27311265,Ford,,MARKETING/SELLING:Car Rental,550.42,"735,137.13"
,27/12/2022,Expense,21025202,Ben Becker,,Cost of sales,821.2,"735,958.33"
,27/12/2022,Expense,39,BF&D LIMITED,,Work in Progress,"1,000.00","736,958.33"
,27/12/2022,Expense,,William Wild,,Work in Progress,"4,500.00","741,458.33"
,29/12/2022,Expense Transaction (Bank Draft),Mary2164,Ford,,EastX ****2310,-550.42,"740,907.91"
,29/12/2022,Expense,,Propel Finance No 1,,MARKETING/SELLING:Telephone Expense,218.16,"741,126.07"
,29/12/2022,Expense Transaction (Bank Draft),Mary2165,Propel Finance No 1,,EastX ****2310,-218.16,"740,907.91"
,30/12/2022,Vendor Credit,21247256,Swarovski Optik,,Cost of sales,-878.98,"740,028.93"
,30/12/2022,Expense,600695,Traditional English Guncases Ltd,,Accruals,"5,580.00","745,608.93"
,30/12/2022,Expense,600697,Traditional English Guncases Ltd,,Work in Progress,"3,300.00","748,908.93"
,30/12/2022,Expense,600696,Traditional English Guncases Ltd,,Work in Progress,"3,300.00","752,208.93"
,31/12/2022,Expense Transaction (Bank Draft),Mary2179,Mayfair  Engineering,,EastX ****2310,"-3,606.00","748,602.93"
,31/12/2022,Expense,,Northwood Group,,Shared cost,"2,636.50","751,239.43"
,31/12/2022,Expense Transaction (Bank Draft),Mary2176,John Whitfield,,EastX ****2310,-450,"750,789.43"
,31/12/2022,Expense Transaction (Bank Draft),Mary2182,Revolution Wines,,EastX ****2310,-30,"750,759.43"
,31/12/2022,Expense Transaction (Bank Draft),Mary2178,London Barrel Maker,,EastX ****2310,"-6,480.00","744,279.43"
,31/12/2022,Vendor Credit,,Field Sports Publishing Inc,,MARKETING/SELLING:Marketing,"-2,730.68","741,548.75"
,31/12/2022,Expense Transaction (Bank Draft),Mary2172,Edgar Brothers,,EastX ****2310,-81.91,"741,466.84"
,31/12/2022,Expense Transaction (Bank Draft),Mary2170,CJB Engineering,,EastX ****2310,"-1,500.00","739,966.84"
,31/12/2022,Expense Transaction (Bank Draft),Mary2175,GWT Media,,EastX ****2310,-28.8,"739,938.04"
,31/12/2022,Expense Transaction (Bank Draft),Mary2190,Worldpay,,EastX ****2310,-145.47,"739,792.57"
,31/12/2022,Expense Transaction (Bank Draft),9204,Lothar Walther,,Apple Account,"-1,974.53","737,818.04"
,31/12/2022,Expense Transaction (Bank Draft),Mary2188,Wbc,,-Split-,,"737,818.04"
,31/12/2022,Expense Transaction (Bank Draft),Mary2189,Wireless Terminal Solutions,,EastX ****2310,-529.6,"737,288.44"
,31/12/2022,Expense Transaction (Bank Draft),Mary2186,guntrader.co.uk,,EastX ****2310,-63.6,"737,224.84"
,31/12/2022,Expense Transaction (Bank Draft),Mary2171,Coggan Simon Engraver,,EastX ****2310,-40,"737,184.84"
,31/12/2022,Expense Transaction (Bank Draft),Mary2181,Ray St Ledger & Sons,,EastX ****2310,-90,"737,094.84"
,31/12/2022,Expense Transaction (Bank Draft),Mary2168,Aform Tooling Limited,,EastX ****2310,"-3,336.00","733,758.84"
,31/12/2022,Expense Transaction (Bank Draft),Mary2180,SRS Freight Ltd,,EastX ****2310,"-11,076.75","722,682.09"
,31/12/2022,Expense Transaction (Bank Draft),Mary2185,Tweed Media,,EastX ****2310,"-6,360.00","716,322.09"
,31/12/2022,Expense Transaction (Bank Draft),Mary2173,TimberLake Workshop,,EastX ****2310,-322.9,"715,999.19"
,31/12/2022,Expense Transaction (Bank Draft),Mary2188,Reimer Johannsen,,-Split-,,"715,999.19"
,31/12/2022,Expense Transaction (Bank Draft),Mary2192,Irons Brothers Ltd,,-Split-,,"715,999.19"
,31/12/2022,Expense Transaction (Bank Draft),Mary2188,Field Sports Publishing Inc,,-Split-,,"715,999.19"
,31/12/2022,Expense Transaction (Bank Draft),Mary2169,Broadbent Leather goods,,EastX ****2310,-202.5,"715,796.69"
,31/12/2022,Expense Transaction (Bank Draft),Mary2188,Traditional English Guncases Ltd,,-Split-,,"715,796.69"
,31/12/2022,Expense Transaction (Bank Draft),9203,Northwood USA,,Apple Account,"-9,630.95","706,165.74"
,31/12/2022,Expense Transaction (Bank Draft),Mary2184,The Company of Gunmakers,,EastX ****2310,"-1,231.32","704,934.42"
,31/12/2022,Expense Transaction (Bank Draft),Mary2174,GMK,,EastX ****2310,-432.72,"704,501.70"
,31/12/2022,Expense Transaction (Bank Draft),Mary2177,L W Butler,,EastX ****2310,"-1,134.00","703,367.70"
,31/12/2022,Expense Transaction (Bank Draft),Mary2167,A.S.I Ltd,,EastX ****2310,-154.8,"703,212.90"
,31/12/2022,Vendor Credit,,Irons Brothers Ltd,,PreTransactions,"-9,680.00","693,532.90"
,31/12/2022,Vendor Credit,CN 600630,Traditional English Guncases Ltd,,Stock / Inventory Asset,"-2,160.00","691,372.90"
,31/12/2022,Vendor Credit,,Wbc,,PreTransactions,-722.82,"690,650.08"
,31/12/2022,Expense,432731,Aerial Direct,,MARKETING/SELLING:Telephone Expense,157.93,"690,808.01"
,31/12/2022,Expense,,A G Sinnett,,-Split-,714.9,"691,522.91"
,31/12/2022,Expense,21.2,T & D O'Neill,,Cost of sales,160,"691,682.91"
,31/12/2022,Expense,37594,Irons Brothers Ltd,,-Split-,"11,616.00","703,298.91"
,31/12/2022,Expense,37595,Irons Brothers Ltd,,-Split-,"11,616.00","714,914.91"
,31/12/2022,Expense,186699425,Worldpay,,-Split-,149.89,"715,064.80"
,31/12/2022,Expense,015/2022,L & O Immobilien GMBH & Co KG,,ADMINISTRATION:Rent & Rates Expense,"10,666.12","725,730.92"
,31/12/2022,Expense,,Northwood Group,,Shared cost,"1,015.00","726,745.92"
,31/12/2022,Expense,2021/234,Northwood Group,,-Split-,"32,504.13","759,250.05"
,31/12/2022,Expense,GD1221,Northwood USA,,MARKETING/SELLING:Consultants,"9,630.95","768,881.00"
,31/12/2022,Expense,2021/004,Northwood Group SAS,,Gross Pay,"6,352.44","775,233.44"
,31/12/2022,Expense,22.2,T & D O'Neill,,Cost of sales,160,"775,393.44"
,31/12/2022,Expense Transaction (Bank Draft),Mary2183,Swieton Brice,,EastX ****2310,-43.69,"775,349.75"
Total for Payables,,,,,,,"-£180,803.85  ",
Accruals,,,,,,,,
,Beginning Balance,,,,,,,"30,050.00"
,31/01/2022,Ledger Entry,3015,,Being released to P&L,-Split-,"1,500.00","31,550.00"
,31/01/2022,Ledger Entry,3018,,business rates Jan 2021,-Split-,"1,297.00","32,847.00"
,31/01/2022,Ledger Entry,3018,,being accrual interest Jan 2021,-Split-,"9,282.88","42,129.88"
,28/02/2022,Ledger Entry,3046,,being accrual interest Feb  2021,-Split-,"9,282.00","51,411.88"
,28/02/2022,Ledger Entry,3038,,Jerome Feb wages,-Split-,"3,152.74","54,564.62"
,28/02/2022,Ledger Entry,3046,,business rates Feb 2021,-Split-,"1,297.00","55,861.62"
,1/3/2022,Ledger Entry,3047,,Jerome Feb Salary,-Split-,"-3,167.74","52,693.88"
,3/3/2022,Expense,1739,A T Miles,Floor plate gold inlay Cal 270,Payables,-130,"52,563.88"
,31/03/2022,Expense,2021/049,Northwood Group,Interest for period 31 Dec 20 - 31 Mar 21,Payables,"-18,564.00","33,999.88"
,30/04/2022,Ledger Entry,3112,,Accrual for s/n 19375,-Split-,"4,000.00","37,999.88"
,30/04/2022,Ledger Entry,3111,,Interest charge accrual for April,-Split-,"9,282.00","47,281.88"
,31/05/2022,Ledger Entry,3141,,Sidney Hiscox accessories,-Split-,"1,937.70","49,219.58"
,31/05/2022,Ledger Entry,3119,,CampusX parts priTaxely made by Brice s/n 19375,-Split-,-600,"48,619.58"
,31/05/2022,Ledger Entry,3115,,Staff Bonus May 2021 accrual,-Split-,"6,000.00","54,619.58"
,31/05/2022,Ledger Entry,3119,,CampusX parts priTaxely made by Brice s/n18743,-Split-,-600,"54,019.58"
,31/05/2022,Ledger Entry,3115,,Interest charge accrual for May,-Split-,"9,282.00","63,301.58"
,1/6/2022,Expense,72,Ray St Ledger & Sons,New CampusX D?R N 19375 Handed,Payables,"-1,379.00","61,922.58"
,30/06/2022,Ledger Entry,3175,,Accrual for Andy Miles Receipt for 14714,-Split-,267.65,"62,190.23"
,30/06/2022,Ledger Entry,3173,,Staff Bonus June 2021 accrual,-Split-,"6,000.00","68,190.23"
,30/06/2022,Vendor Credit,2021/117,Northwood Group,"Interest Calculation as 0f 31st  March 2021
Already Receiptd 27.846,88
New interest rate 26791,33(4.57% instead of 4.75%)

Period 31.12.2020-31.03.2021",Payables,"1,055.25","69,245.48"
,30/06/2022,Ledger Entry,3176,,Marc Newton Bonus accrual being released,-Split-,"-20,000.00","49,245.48"
,30/06/2022,Ledger Entry,3177,,rate for June accrual,-Split-,"1,297.00","50,542.48"
,30/06/2022,Expense,2021/119,Northwood Group,Interest Calculation Period 31.03.2021-30.06.2021,Payables,"-19,619.25","30,923.23"
,1/7/2022,Expense,1746,A T Miles,Scope rings gold inlaid Old English 14714,Payables,-267.65,"30,655.58"
,31/07/2022,Ledger Entry,3215,,Staff Bonus July 2021 accrual,-Split-,"6,000.00","36,655.58"
,31/07/2022,Ledger Entry,3217,,Accrual for S/N 7065,-Split-,"2,500.00","39,155.58"
,31/07/2022,Ledger Entry,3217,,Accrual for S/N 14802,-Split-,400,"39,555.58"
,31/07/2022,Ledger Entry,3217,,Accrual for S/N 18707,-Split-,"5,000.00","44,555.58"
,31/07/2022,Ledger Entry,3215,,Interest 2021  accrual,-Split-,"10,835.00","55,390.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14653,-Split-,800,"56,190.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14652,-Split-,800,"56,990.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14645,-Split-,800,"57,790.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14644,-Split-,800,"58,590.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14498,-Split-,800,"59,390.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14497,-Split-,800,"60,190.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14436,-Split-,800,"60,990.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14434,-Split-,800,"61,790.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14433,-Split-,800,"62,590.58"
,31/08/2022,Ledger Entry,3247,,Accrual for Russell Gordy defender s/n RG1,-Split-,"38,334.00","100,924.58"
,31/08/2022,Ledger Entry,3249,,Interest 2021  accrual,-Split-,"10,835.00","111,759.58"
,31/08/2022,Ledger Entry,3249,,Staff Bonus July 2021 accrual,-Split-,"6,000.00","117,759.58"
,31/08/2022,Ledger Entry,3247,,Accrual for blacking s/n 18726,-Split-,"2,500.00","120,259.58"
,31/08/2022,Ledger Entry,3247,,Accrual for Swarovski Receipt John Reed,-Split-,"1,592.00","121,851.58"
,31/08/2022,Ledger Entry,3247,,Accrual for s/n 14654,-Split-,800,"122,651.58"
,1/9/2022,Expense,424,Johnsons & Co Ltd,Ancient B/B Rifle .375,Payables,-410,"122,241.58"
,1/9/2022,Expense,2021/0412,Rodl & Partner,Corporation Tax Return,Payables,-900,"121,341.58"
,30/09/2022,Ledger Entry,3279,,Giles Transaction for s/n 14625,-Split-,"4,400.00","125,741.58"
,30/09/2022,Ledger Entry,3281,,Staff Bonus Sept 2021 accrual,-Split-,"6,000.00","131,741.58"
,30/09/2022,Ledger Entry,3281,,Interest 2021  accrual,-Split-,"10,835.00","142,576.58"
,30/09/2022,Ledger Entry,3279,,Chip Mahan Set of double gun sleeves,-Split-,"1,020.00","143,596.58"
,30/09/2022,Ledger Entry,3279,,Chip Mahan Cartridge bag stamped with initials,-Split-,402,"143,998.58"
,30/09/2022,Expense,,Northwood Group,Interest calculation for period 30 June - 30 Sep 2021,Payables,"-32,504.13","111,494.45"
,1/10/2022,Expense,467,Johnsons & Co Ltd,"New D,.B. rifle 18707",Payables,-390,"111,104.45"
,6/10/2022,Expense,35,Royal,"N467 EOR - completion of work on above vehicle, carpet, upholstery work",Payables,"-34,983.33","76,121.12"
,18/10/2022,Expense,2021/1812,Rodl & Partner,Audit and Financial Statements,Payables,"-4,200.00","71,921.12"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14644,-Split-,-943.95,"70,977.17"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14498,-Split-,-943.95,"70,033.22"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14497,-Split-,-943.95,"69,089.27"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14436,-Split-,-943.95,"68,145.32"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14434,-Split-,-943.95,"67,201.37"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14433,-Split-,-943.95,"66,257.42"
,22/10/2022,Ledger Entry,3292,,Scope ring for s/n 19375,-Split-,-471,"65,786.42"
,22/10/2022,Ledger Entry,3292,,Reverse Cases for s/n 7065 accrual to COS,-Split-,"-1,500.00","64,286.42"
,22/10/2022,Ledger Entry,3292,,St ledger work s/n 18726 accrual to COS,-Split-,"-1,379.00","62,907.42"
,22/10/2022,Ledger Entry,3292,,Gold inlay 470 for Big Game s/n 18707 reverse to cost of sale,-Split-,-270,"62,637.42"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14645,-Split-,-943.95,"61,693.47"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14653,-Split-,-943.95,"60,749.52"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14652,-Split-,-943.95,"59,805.57"
,22/10/2022,Ledger Entry,3292,,Cases for s/n 14654,-Split-,-943.95,"58,861.62"
,31/10/2022,Ledger Entry,3317,,Jerome October salary,-Split-,"3,849.00","62,710.62"
,31/10/2022,Ledger Entry,3328,,Interest 2021  accrual,-Split-,"10,835.00","73,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14752,-Split-,"1,000.00","74,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 1413,-Split-,"1,000.00","75,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14712,-Split-,"1,000.00","76,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14711,-Split-,"1,000.00","77,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14703,-Split-,"1,000.00","78,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14702,-Split-,"1,000.00","79,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14701,-Split-,"1,000.00","80,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14700,-Split-,"1,000.00","81,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14670,-Split-,"1,000.00","82,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14669,-Split-,"1,000.00","83,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14668,-Split-,"1,000.00","84,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14667,-Split-,"1,000.00","85,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14656,-Split-,"1,000.00","86,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14754,-Split-,"1,000.00","87,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14799,-Split-,"1,000.00","88,545.62"
,31/10/2022,Ledger Entry,3328,,Staff Bonus Oct 2021 accrual,-Split-,"6,000.00","94,545.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for 19601,-Split-,"6,500.00","101,045.62"
,31/10/2022,Ledger Entry,3327,,Being accrual for s/n 14288,-Split-,"1,000.00","102,045.62"
,30/11/2022,Ledger Entry,3317R,,Jerome October salary,-Split-,"-3,849.00","98,196.62"
,30/11/2022,Ledger Entry,3364,,Interest 2021  accrual,-Split-,"10,835.00","109,031.62"
,30/11/2022,Ledger Entry,3364,,Staff Bonus Nov 2021 accrual,-Split-,"6,000.00","115,031.62"
,30/11/2022,Ledger Entry,3362,,Being accrual for s/n 7306 M,-Split-,"2,500.00","117,531.62"
,30/11/2022,Ledger Entry,3362,,Swiss canvas reversal,-Split-,"-15,000.00","102,531.62"
,30/11/2022,Ledger Entry,3362,,Being accrual for s/n 7070,-Split-,"8,000.00","110,531.62"
,30/11/2022,Ledger Entry,3362,,Being accrual for s/n 18785,-Split-,"3,500.00","114,031.62"
,30/11/2022,Ledger Entry,3362,,Being accrual for s/n 7067,-Split-,"1,000.00","115,031.62"
,30/11/2022,Ledger Entry,3362,,Being accrual for s/n 7250M,-Split-,"2,500.00","117,531.62"
,30/11/2022,Ledger Entry,3362,,Being accrual for s/n 18725,-Split-,"3,000.00","120,531.62"
,7/12/2022,Expense,600686,Traditional English Guncases Ltd,Green Canvas Rifle Case for .416 Falling Black Rifle,Payables,"-1,500.00","119,031.62"
,9/12/2022,Ledger Entry,3366,,being released to P&L  s/n 14706,-Split-,"-1,238.00","117,793.62"
,9/12/2022,Ledger Entry,3366,,being released to P&L s/n 19601,-Split-,"-7,150.00","110,643.62"
,9/12/2022,Ledger Entry,3366,,being released to P&L s/n 18726,-Split-,"-1,634.98","109,008.64"
,16/12/2022,Expense,35,Steve Kelly,Grip Cap engraving barbed wire/clover leaf pattern 7375M,Payables,-500,"108,508.64"
,16/12/2022,Expense,35,Steve Kelly,Bolt release catch celtic ribbon,Payables,-500,"108,008.64"
,16/12/2022,Expense,35,Steve Kelly,Bolt release catch celtic ribbon,Payables,-500,"107,508.64"
,16/12/2022,Ledger Entry,3369,,Business rate Transaction,-Split-,"-3,891.00","103,617.64"
,20/12/2022,Ledger Entry,3387,,December Salary,-Split-,"-48,000.00","55,617.64"
,21/12/2022,Expense,1958,L W Butler,"CLEAN BARRELS AND REMOVE PROTECTOR, PREP BARRELS AFTER BLACK, MAKE OFF WEDGE. MAKE 2 NEW PINS, ADDRESS L/H SEAR TO TRIGGER, ADDRESS WOODWORK. REMOVE COLOURS FROM INTERNALS TEST FIRE AND CLEAN",Payables,-945,"54,672.64"
,21/12/2022,Expense,2021/2450,Rodl & Partner,Corporation Tax Return,Payables,-900,"53,772.64"
,30/12/2022,Expense,600695,Traditional English Guncases Ltd,Oak and Leather Case for .600 19601,Payables,"-4,650.00","49,122.64"
,31/12/2022,Ledger Entry,3425,,Audit fee for Y. E  2021,-Split-,"8,250.00","57,372.64"
,31/12/2022,Ledger Entry,3425,,Accrual for Rifles being reversed,-Split-,"-29,401.77","27,970.87"
,31/12/2022,Ledger Entry,3418,,being accrual for   18709 for Johnson Receipt,-Split-,500,"28,470.87"
,31/12/2022,Ledger Entry,3418,,being accrual for case accessories  7109,-Split-,"1,455.00","29,925.87"
,31/12/2022,Ledger Entry,3425,,Marc Newton Bonus for 2021,-Split-,"15,000.00","44,925.87"
,31/12/2022,Ledger Entry,3421,,Staff Bonus Dec2021 accrual,-Split-,"6,000.00","50,925.87"
,31/12/2022,Expense,2021/234,Northwood Group,Oct and Nov interest,Payables,"-21,670.87","29,255.00"
,31/12/2022,Ledger Entry,3418,,being accrual for case accessories  7110,-Split-,"1,455.00","30,710.00"
,31/12/2022,Ledger Entry,3425,,Corporation tax  fee for Y. E  2021,-Split-,"2,250.00","32,960.00"
Total for Accruals,,,,,,,"£2,910.00  ",
Corporation tax,,,,,,,,
,Beginning Balance,,,,,,,"-37,386.05"
,14/04/2022,Fund Transfer,,,,EastX ****2310,"-31,957.57","-69,343.62"
,3/8/2022,Ledger Entry,3218,,Corporation tax Refund,-Split-,"69,800.17",456.55
,26/08/2022,Fund Transfer,,,,EastX ****2310,"-7,125.00","-6,668.45"
,12/10/2022,Fund Transfer,,,,EastX ****2310,"-7,125.00","-13,793.45"
Total for Corporation tax,,,,,,,"£23,592.60  ",
Deferred Tax,,,,,,,,
,Beginning Balance,,,,,,,"78,162.00"
Total for Deferred Tax,,,,,,,,
